3483,-1
3484,-1
3485,-1
3486,-1
3487,-1
3488,-1
3489,-1
3490,-1
3567,-1
3568,-1
3569,-1
3570,-1
3571,-1
3572,-1
3573,-1
3574,-1
3575,-1
3576,-1
3577,-1
3578,-1
3634,-1
3635,-1
3636,-1
3637,-1
3638,-1
3639,-1
3640,-1
3641,-1
3642,-1
3643,-1
3644,-1
3645,-1
3646,-1
3647,-1
3703,-1
3704,-1
3705,-1
3706,-1
3707,-1
3708,-1
3709,-1
3710,-1
3711,-1
3712,-1
3713,-1
3714,-1
3715,-1
3716,-1
3770,-1
3771,-1
3772,-1
3773,-1
3774,-1
3775,-1
3776,-1
3777,-1
3778,-1
3779,-1
3780,-1
3833,-1
3834,-1
3835,-1
3836,-1
3837,-1
3838,-1
3839,-1
3840,-1
3841,-1
3842,-1
3843,-1
3899,-1
3900,-1
3901,-1
3902,-1
3903,-1
3904,-1
3905,-1
3906,-1
3907,-1
3908,-1
3909,-1
3910,-1
3911,-1
3912,-1
3913,-1
3970,-1
3971,-1
3972,-1
3973,-1
3974,-1
3975,-1
3976,-1
3977,-1
3978,-1
3979,-1
3980,-1
3981,-1
3982,-1
4030,-1
4031,-1
4032,-1
4033,-1
4034,-1
4035,-1
4036,-1
4037,-1
4038,-1
4039,-1
4040,-1
4041,-1
4042,-1
4095,-1
4096,-1
4097,-1
4098,-1
4099,-1
4100,-1
4101,-1
4102,-1
4103,-1
4154,-1
4156,-1
4157,-1
4158,-1
4159,-1
4160,-1
4161,-1
4162,-1
4210,-1
4211,-1
4212,-1
4213,-1
4214,-1
4215,-1
4216,-1
4217,-1
4218,-1
4219,-1
4220,-1
4261,-1
4262,-1
4263,-1
4264,-1
4265,-1
4266,-1
4267,-1
4268,-1
4269,-1
4310,-1
4311,-1
4312,-1
4313,-1
4314,-1
4315,-1
4316,-1
4317,-1
4358,-1
4359,-1
4360,-1
4361,-1
4362,-1
4363,-1
4364,-1
4365,-1
4366,-1
4367,-1
4368,-1
4420,-1
4421,-1
4422,-1
4423,-1
4424,-1
4425,-1
4426,-1
4427,-1
4428,-1
4429,-1
4430,-1
4431,-1
4432,-1
4490,-1
4491,-1
4492,-1
4493,-1
4494,-1
4495,-1
4496,-1
4497,-1
4498,-1
4499,-1
4500,-1
4558,-1
4559,-1
4560,-1
4561,-1
4562,-1
4563,-1
4564,-1
4565,-1
4566,-1
4567,-1
4568,-1
4569,-1
4570,-1
4571,-1
4634,-1
4635,-1
4636,-1
4637,-1
4638,-1
4639,-1
4640,-1
4641,-1
4642,-1
4643,-1
4644,-1
4645,-1
4710,-1
4711,-1
4712,-1
4713,-1
4714,-1
4715,-1
4716,-1
4717,-1
4718,-1
4719,-1
4775,-1
4776,-1
4777,-1
4778,-1
4779,-1
4780,-1
30856,-1
30859,-1
30860,-1
30861,-1
30862,-1
30863,-1
30864,-1
30865,-1
30867,-1
30868,-1
30871,-1
4155,-1
