16195,5
16196,5
16197,5
16198,5
16199,5
16200,1
16201,1
16202,1
16203,1
16204,1
16313,5
16314,5
16315,5
16316,5
16317,5
16318,1
16319,1
16320,1
16321,1
16322,1
16323,1
16324,1
16435,5
16436,5
16437,5
16438,1
16439,1
16440,1
16441,1
16442,1
16443,1
16444,1
16445,1
16550,3
16551,5
16552,5
16553,5
16554,1
16555,1
16556,1
16557,1
16558,1
16559,1
16560,1
16561,1
16562,1
16563,1
16564,1
16565,6
16655,8
16656,3
16657,1
16658,1
16659,1
16660,1
16661,1
16662,1
16663,1
16664,1
16665,1
16666,1
16667,1
16668,6
16669,6
16670,6
16671,6
16672,6
16774,8
16775,8
16776,3
16777,3
16778,3
16779,3
16780,1
16781,1
16782,1
16783,1
16784,1
16785,1
16786,1
16787,1
16788,1
16789,6
16790,6
16791,6
16792,6
16793,6
16794,6
16900,8
16901,8
16902,8
16903,8
16904,3
16905,3
16906,3
16907,3
16908,3
16909,3
16910,3
16911,1
16912,1
16913,1
16914,1
16915,1
16916,1
16917,1
16918,1
16919,6
16920,6
16921,6
16922,6
16923,6
16924,6
16925,6
17025,8
17026,8
17027,8
17028,8
17029,8
17030,8
17031,3
17032,3
17033,3
17034,3
17035,3
17036,3
17037,3
17038,3
17039,1
17040,1
17041,1
17042,1
17043,1
17044,0
17045,0
17046,0
17047,6
17048,6
17049,6
17050,6
17051,6
17159,8
17160,8
17161,8
17162,8
17163,8
17164,8
17165,8
17166,8
17167,8
17168,3
17169,3
17170,3
17171,3
17172,0
17173,0
17174,0
17175,0
17176,0
17177,0
17178,0
17179,0
17180,0
17181,0
17182,0
17183,0
17184,6
17185,6
17186,6
17187,6
17290,4
17291,8
17292,8
17293,8
17294,8
17295,8
17296,8
17297,2
17298,2
17299,2
17300,2
17301,2
17302,0
17303,0
17304,0
17305,0
17306,0
17307,0
17308,0
17309,0
17310,0
17311,0
17312,0
17313,0
17314,0
17315,0
17316,0
17317,0
17318,0
17409,4
17410,4
17411,4
17412,4
17413,4
17414,8
17415,8
17416,2
17417,2
17418,2
17419,2
17420,2
17421,2
17422,2
17424,0
17425,0
17426,0
17427,0
17428,0
17429,0
17430,0
17431,0
17432,0
17433,0
17434,0
17435,0
17436,0
17437,0
17524,4
17525,4
17526,4
17527,4
17528,4
17529,4
17530,4
17531,2
17532,2
17533,2
17534,2
17535,2
17536,2
17537,2
17538,0
17539,0
17540,0
17541,0
17542,0
17543,0
17544,0
17545,0
17546,0
17547,0
17548,0
17549,0
17550,0
17551,0
17552,0
17638,4
17639,4
17640,4
17641,4
17642,4
17643,4
17644,4
17645,4
17646,2
17647,2
17648,2
17649,2
17650,2
17651,2
17652,2
17653,2
17654,2
17655,0
17656,0
17657,2
17658,2
17659,0
17660,0
17661,0
17662,0
17663,0
17664,0
17665,0
17666,0
17769,4
17770,4
17771,4
17772,4
17773,4
17774,4
17775,4
17776,2
17777,2
17778,2
17779,2
17780,2
17781,2
17782,2
17783,2
17784,2
17785,2
17786,2
17787,2
17788,2
17789,2
17790,2
17791,2
17792,0
17793,0
17794,0
17795,0
17901,4
17902,4
17903,4
17904,4
17905,4
17906,4
17907,4
17908,2
17909,2
17910,2
17911,2
17912,2
17913,2
17914,2
17915,2
17916,2
17917,2
17918,2
17919,2
17920,2
17921,2
17922,2
17923,2
17924,0
17925,0
17926,0
17927,0
18033,4
18034,4
18035,4
18036,4
18037,4
18038,4
18039,2
18040,2
18041,2
18042,2
18043,2
18044,2
18045,2
18046,2
18047,2
18048,2
18049,2
18050,2
18051,2
18052,2
18053,2
18054,2
18055,7
18056,7
18057,7
18158,4
18159,4
18160,4
18161,4
18162,4
18163,2
18164,2
18165,2
18166,2
18167,2
18168,2
18169,2
18170,2
18171,2
18172,2
18173,2
18174,2
18175,2
18176,7
18177,7
18178,7
18179,7
18180,7
18181,7
18277,4
18278,4
18279,4
18280,2
18281,2
18282,2
18283,2
18284,2
18285,2
18286,2
18287,2
18288,2
18289,2
18290,2
18291,7
18292,7
18293,7
18294,7
18295,7
18296,7
18297,7
18400,4
18401,2
18402,2
18403,2
18404,2
18405,2
18406,2
18407,2
18408,2
18409,2
18410,2
18411,2
18412,7
18413,7
18414,7
18415,7
18416,7
18516,2
18517,2
18518,2
18519,2
18520,2
18521,2
18522,2
18523,2
18524,2
18525,2
18526,7
18527,7
18528,7
18529,7
18626,2
18627,2
18628,2
18629,2
18630,2
18631,2
18632,2
18633,2
31422,1
31423,1
31424,1
17423,0
